"STATION","NAME","DATE","TAVG","TAVG_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-03","-2.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-04","-1.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-05","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-06","0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-07","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-08","-3.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-09","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-10","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-11","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-12","-2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-13","0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-14","7.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-15","2.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-16","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-17","0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-18","0.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-19","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-20","1.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-21","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-22","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-23","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-24","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-25","10.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-26","5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-27","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-28","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-02-29","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-01","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-02","5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-03","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-04","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-05","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-06","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-07","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-09","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-10","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-11","5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-12","5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-13","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-14","7.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-15","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-16","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-17","5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-18","-1.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-19","2.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-20","5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-21","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-22","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-23","10.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-24","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-25","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-26","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-27","10.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-28","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-29","10.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-30","10.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-03-31","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-01","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-02","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-03","15.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-04","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-05","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-06","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-07","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-08","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-09","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-10","7.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-11","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-12","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-13","6.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-14","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-15","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-16","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-17","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-18","6.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-19","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-20","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-21","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-22","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-23","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-24","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-25","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-26","6.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-27","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-28","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-29","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-04-30","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-01","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-02","16.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-03","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-04","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-05","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-06","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-07","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-08","27.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-09","28.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-10","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-11","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-12","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-13","17.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-14","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-15","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-16","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-17","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-18","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-19","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-20","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-21","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-22","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-23","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-24","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-25","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-26","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-27","16.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-28","16.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-29","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-30","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-05-31","15.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-01","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-02","26.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-03","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-04","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-05","17.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-06","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-07","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-08","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-09","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-10","28.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-11","27.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-12","17.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-13","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-14","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-15","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-16","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-17","26.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-18","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-19","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-20","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-21","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-22","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-23","24.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-24","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-25","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-26","27.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-27","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-28","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-29","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-06-30","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-01","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-02","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-03","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-04","25.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-05","25.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-06","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-07","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-08","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-09","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-10","26.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-11","24.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-12","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-13","24.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-14","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-15","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-16","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-17","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-18","25.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-19","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-20","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-21","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-22","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-23","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-24","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-25","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-26","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-27","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-28","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-29","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-30","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-07-31","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-01","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-02","25.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-03","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-04","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-05","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-06","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-07","27.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-08","27.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-11","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-12","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-13","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-14","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-15","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-16","24.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-17","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-18","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-19","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-20","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-21","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-22","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-23","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-24","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-25","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-26","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-27","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-28","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-29","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-30","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-08-31","25.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-01","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-02","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-03","26.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-04","21.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-05","15.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-06","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-07","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-08","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-09","23.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-10","23.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-11","22.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-12","24.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-13","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-14","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-15","18.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-16","15.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-17","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-18","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-19","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-20","22.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-21","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-22","16.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-23","17.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-24","19.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-25","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-26","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-27","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-28","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-29","10.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-09-30","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-01","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-02","16.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-03","21.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-04","18.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-05","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-06","17.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-07","12.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-08","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-09","6.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-10","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-11","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-12","15.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-13","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-14","20.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-15","20.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-16","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-17","12.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-18","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-19","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-20","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-21","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-22","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-23","10.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-24","14.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-25","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-26","17.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-27","16.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-28","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-29","5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-30","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-10-31","10.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-01","10.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-02","12.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-03","13.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-04","15.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-05","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-06","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-07","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-08","11.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-09","12.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-10","13.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-11","11.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-12","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-13","8.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-14","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-15","5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-16","6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-17","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-18","5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-19","3.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-20","3.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-21","1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-22","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-23","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-24","-1.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-25","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-26","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-27","9.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-28","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-29","6.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-11-30","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-01","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-02","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-03","-1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-04","1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-05","3.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-06","-1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-07","0.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-08","-1.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-09","0.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-10","1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-11","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-12","3.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-13","-3.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-14","4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-15","2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-16","7.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-17","8.3",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-19","1.7",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-20","-0.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-21","-2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-22","-3.9",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-23","-5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-24","-2.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-25","-6.1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-26","-5.6",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-27","-2.8",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-28","-5.0",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-29","-4.4",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-30","-2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-12-31","-2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-01","-2.2",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","2001-01-02","-5.0",",,W"
