datetime,Temperature,Weather
2015-11-29 11:00:00,276.78,rainy 
2015-11-30 11:00:00,273.06,cloudy
2015-12-01 11:00:00,278.81,foggy
2015-12-02 11:00:00,280.57,rainy 
2015-12-03 11:00:00,280.9578829,rainy 
2015-12-04 11:00:00,278.57,foggy
2015-12-05 11:00:00,272.81,foggy
2015-12-06 11:00:00,272.855465046,sunny
2015-12-07 11:00:00,274.918562112,sunny
2015-12-08 11:00:00,277.23,foggy
2015-12-09 11:00:00,275.45,foggy
2015-12-10 11:00:00,281.61,rainy 
2015-12-11 11:00:00,278.6,foggy
2015-12-12 11:00:00,281.657867096,cloudy
2015-12-13 11:00:00,284.84,foggy
2015-12-14 11:00:00,284.444118451,rainy 
2015-12-15 11:00:00,288.48,sunny
2015-12-16 11:00:00,280.31,sunny
2015-12-17 11:00:00,283.14,foggy
2015-12-18 11:00:00,282.73,cloudy
2015-12-19 11:00:00,274.51,sunny
2015-12-20 11:00:00,274.66,cloudy
2015-12-21 11:00:00,276.844338235,cloudy
2015-12-22 11:00:00,283.59,rainy 
2015-12-23 11:00:00,282.26,foggy
2015-12-24 11:00:00,289.73,foggy
2015-12-25 11:00:00,284.32,foggy
2015-12-26 11:00:00,283.76,cloudy
2015-12-27 11:00:00,281.62,rainy 
2015-12-28 11:00:00,276.58,cloudy
2015-12-29 11:00:00,275.64,foggy
2015-12-30 11:00:00,276.81,foggy
2015-12-31 11:00:00,278.526089916,rainy 
2016-01-01 11:00:00,276.91,cloudy
2016-01-02 11:00:00,272.89,sunny
2016-01-03 11:00:00,273.036372937,sunny
2016-01-04 11:00:00,271.83,sunny
2016-01-05 11:00:00,262.432862195,sunny
2016-01-06 11:00:00,264.82,sunny
2016-01-07 11:00:00,268.37,cloudy
2016-01-08 11:00:00,272.45,foggy
2016-01-09 11:00:00,277.04,foggy
2016-01-10 11:00:00,281.31,foggy
2016-01-11 11:00:00,272.71,sunny
2016-01-12 11:00:00,266.67,snowy 
2016-01-13 11:00:00,267.39,sunny
2016-01-14 11:00:00,267.71,snowy 
2016-01-15 11:00:00,273.38,cloudy
2016-01-16 11:00:00,278.505148504,rainy 
2016-01-17 11:00:00,274.09,cloudy
2016-01-18 11:00:00,269.947955132,sunny
2016-01-19 11:00:00,264.29,sunny
2016-01-20 11:00:00,270.514887988,sunny
2016-01-21 11:00:00,269.326852459,cloudy
2016-01-22 11:00:00,265.6,sunny
2016-01-23 11:00:00,269.780454545,snowy 
2016-01-24 11:00:00,266.69,snowy 
2016-01-25 11:00:00,264.479546575,sunny
2016-01-26 11:00:00,271.229009302,sunny
2016-01-27 11:00:00,278.49,cloudy
2016-01-28 11:00:00,267.074180328,sunny
2016-01-29 11:00:00,271.48,cloudy
2016-01-30 11:00:00,269.407840266,sunny
2016-01-31 11:00:00,274.4,cloudy
2016-02-01 11:00:00,276.432051479,cloudy
2016-02-02 11:00:00,272.88,foggy
2016-02-03 11:00:00,277.41,foggy
2016-02-04 11:00:00,284.38,rainy 
2016-02-05 11:00:00,273.93,foggy
2016-02-06 11:00:00,269.09,sunny
2016-02-07 11:00:00,270.55,sunny
2016-02-08 11:00:00,275.71,cloudy
2016-02-09 11:00:00,270.2,cloudy
2016-02-10 11:00:00,273.0,foggy
2016-02-11 11:00:00,267.78,cloudy
2016-02-12 11:00:00,262.795119658,sunny
2016-02-13 11:00:00,266.26,snowy 
2016-02-14 11:00:00,256.36,sunny
2016-02-15 11:00:00,261.39,foggy
2016-02-16 11:00:00,276.1,foggy
2016-02-17 11:00:00,275.38,cloudy
2016-02-18 11:00:00,271.032462786,sunny
2016-02-19 11:00:00,266.498206278,sunny
2016-02-20 11:00:00,277.320324869,rainy 
2016-02-21 11:00:00,277.64,sunny
2016-02-22 11:00:00,274.23,sunny
2016-02-23 11:00:00,274.22,foggy
2016-02-24 11:00:00,276.1,foggy
2016-02-25 11:00:00,284.609658647,rainy 
2016-02-26 11:00:00,273.528801653,sunny
2016-02-27 11:00:00,269.323282589,cloudy
2016-02-28 11:00:00,275.05,cloudy
2016-02-29 11:00:00,276.72,cloudy
2016-03-01 11:00:00,277.08,cloudy
2016-03-02 11:00:00,283.554560363,rainy 
2016-03-03 11:00:00,269.548980849,sunny
2016-03-04 11:00:00,271.459368021,snowy 
2016-03-05 11:00:00,269.713142478,sunny
2016-03-06 11:00:00,271.5,cloudy
2016-03-07 11:00:00,273.317469331,sunny
2016-03-08 11:00:00,278.15,cloudy
2016-03-09 11:00:00,276.93,foggy
2016-03-10 11:00:00,287.81,cloudy
2016-03-11 11:00:00,286.009075472,rainy 
2016-03-12 11:00:00,275.815243707,sunny
2016-03-13 11:00:00,280.95,rainy 
2016-03-14 11:00:00,281.076319778,rainy 
2016-03-15 11:00:00,280.25,foggy
2016-03-16 11:00:00,279.39,rainy 
2016-03-17 11:00:00,281.25,foggy
2016-03-18 11:00:00,280.07,sunny
2016-03-19 11:00:00,273.44,cloudy
2016-03-20 11:00:00,272.79,sunny
2016-03-21 11:00:00,272.6,foggy
2016-03-22 11:00:00,273.433187845,sunny
2016-03-23 11:00:00,281.27,cloudy
2016-03-24 11:00:00,278.72,foggy
2016-03-25 11:00:00,282.69,rainy 
2016-03-26 11:00:00,275.769953642,sunny
2016-03-27 11:00:00,278.71,cloudy
2016-03-28 11:00:00,278.67,rainy 
2016-03-29 11:00:00,279.13,sunny
2016-03-30 11:00:00,273.621110627,sunny
2016-03-31 11:00:00,280.56,foggy
2016-04-01 11:00:00,290.42,foggy
2016-04-02 11:00:00,284.750752497,rainy 
2016-04-03 11:00:00,275.359713781,rainy 
2016-04-04 11:00:00,275.9,snowy 
2016-04-05 11:00:00,269.13,cloudy
2016-04-06 11:00:00,269.66,sunny
2016-04-07 11:00:00,281.35,cloudy
2016-04-08 11:00:00,279.15,sunny
2016-04-09 11:00:00,272.29,sunny
2016-04-10 11:00:00,272.4,sunny
2016-04-11 11:00:00,279.98,rainy 
2016-04-12 11:00:00,285.81,foggy
2016-04-13 11:00:00,275.03,sunny
2016-04-14 11:00:00,277.17,sunny
2016-04-15 11:00:00,276.12,foggy
2016-04-16 11:00:00,278.56,sunny
2016-04-17 11:00:00,277.76,foggy
2016-04-18 11:00:00,280.35,sunny
2016-04-19 11:00:00,286.78,cloudy
2016-04-20 11:00:00,280.58,sunny
2016-04-21 11:00:00,278.91,sunny
2016-04-22 11:00:00,288.55,sunny
2016-04-23 11:00:00,289.05,foggy
2016-04-24 11:00:00,280.58,sunny
2016-04-25 11:00:00,282.76,cloudy
2016-04-26 11:00:00,283.85,foggy
2016-04-27 11:00:00,280.76,foggy
2016-04-28 11:00:00,280.63,foggy
2016-04-29 11:00:00,281.87,rainy 
2016-04-30 11:00:00,280.85,cloudy
2016-05-01 11:00:00,282.04,foggy
2016-05-02 11:00:00,280.65,foggy
2016-05-03 11:00:00,284.41,foggy
2016-05-04 11:00:00,282.41,foggy
2016-05-05 11:00:00,281.19,foggy
2016-05-06 11:00:00,282.28,foggy
2016-05-07 11:00:00,282.25,rainy 
2016-05-08 11:00:00,282.64,foggy
2016-05-09 11:00:00,281.55,sunny
2016-05-10 11:00:00,281.44,foggy
2016-05-11 11:00:00,281.87,foggy
2016-05-12 11:00:00,284.44,foggy
2016-05-13 11:00:00,287.29,foggy
2016-05-14 11:00:00,285.24,foggy
2016-05-15 11:00:00,281.57,sunny
2016-05-16 11:00:00,278.05,sunny
2016-05-17 11:00:00,284.34,rainy 
2016-05-18 11:00:00,283.76,foggy
2016-05-19 11:00:00,284.83,cloudy
2016-05-20 11:00:00,282.73,cloudy
2016-05-21 11:00:00,284.14,cloudy
2016-05-22 11:00:00,284.52,rainy 
2016-05-23 11:00:00,284.98,rainy 
2016-05-24 11:00:00,287.65,foggy
2016-05-25 11:00:00,286.48,foggy
2016-05-26 11:00:00,290.28,foggy
2016-05-27 11:00:00,292.55,rainy 
2016-05-28 11:00:00,293.78,foggy
2016-05-29 11:00:00,293.25,foggy
2016-05-30 11:00:00,292.96,foggy
2016-05-31 11:00:00,293.24,foggy
2016-06-01 11:00:00,290.56,cloudy
2016-06-02 11:00:00,289.05,cloudy
2016-06-03 11:00:00,290.35,foggy
2016-06-04 11:00:00,291.75,foggy
2016-06-05 11:00:00,291.39,rainy 
2016-06-06 11:00:00,291.95,foggy
2016-06-07 11:00:00,292.8,foggy
2016-06-08 11:00:00,288.18,sunny
2016-06-09 11:00:00,285.25,sunny
2016-06-10 11:00:00,286.2,sunny
2016-06-11 11:00:00,286.54,sunny
2016-06-12 11:00:00,296.96,sunny
2016-06-13 11:00:00,287.61,sunny
2016-06-14 11:00:00,288.04,sunny
2016-06-15 11:00:00,289.2,sunny
2016-06-16 11:00:00,291.92,rainy 
2016-06-17 11:00:00,290.87,cloudy
2016-06-18 11:00:00,287.51,sunny
2016-06-19 11:00:00,291.3,sunny
2016-06-20 11:00:00,291.0,sunny
2016-06-21 11:00:00,296.38,rainy 
2016-06-22 11:00:00,291.38,sunny
2016-06-23 11:00:00,291.85,cloudy
2016-06-24 11:00:00,292.47,sunny
2016-06-25 11:00:00,290.0,foggy
2016-06-26 11:00:00,290.31,foggy
2016-06-27 11:00:00,290.44,sunny
2016-06-28 11:00:00,294.14,foggy
2016-06-29 11:00:00,292.83,foggy
2016-06-30 11:00:00,291.08,sunny
2016-07-01 11:00:00,292.19,foggy
2016-07-02 11:00:00,291.33,sunny
2016-07-03 11:00:00,289.58,sunny
2016-07-04 11:00:00,290.39,foggy
2016-07-05 11:00:00,294.5,foggy
2016-07-06 11:00:00,295.34,rainy 
2016-07-07 11:00:00,296.09,foggy
2016-07-08 11:00:00,296.39,foggy
2016-07-09 11:00:00,291.84,foggy
2016-07-10 11:00:00,292.42,foggy
2016-07-11 11:00:00,290.65,foggy
2016-07-12 11:00:00,291.42,foggy
2016-07-13 11:00:00,293.64,foggy
2016-07-14 11:00:00,296.102,rainy 
2016-07-15 11:00:00,296.344,sunny
2016-07-16 11:00:00,297.532,cloudy
2016-07-17 11:00:00,294.721,sunny
2016-07-18 11:00:00,296.458,sunny
2016-07-19 11:00:00,299.388,rainy 
2016-07-20 11:00:00,299.388,rainy 
2016-07-21 11:00:00,292.3,foggy
2016-07-22 11:00:00,295.74,cloudy
2016-07-23 11:00:00,298.52,foggy
2016-07-24 11:00:00,294.59,sunny
2016-07-25 11:00:00,297.71,foggy
2016-07-26 11:00:00,294.73,foggy
2016-07-27 11:00:00,294.76,cloudy
2016-07-28 11:00:00,295.13,foggy
2016-07-29 11:00:00,294.72,foggy
2016-07-30 11:00:00,294.89,foggy
2016-07-31 11:00:00,296.24,foggy
2016-08-01 11:00:00,294.22,foggy
2016-08-02 11:00:00,294.06,foggy
2016-08-03 11:00:00,290.69,foggy
2016-08-04 11:00:00,290.51,sunny
2016-08-05 11:00:00,292.11,sunny
2016-08-06 11:00:00,296.35,sunny
2016-08-07 11:00:00,293.56,sunny
2016-08-08 11:00:00,292.87,cloudy
2016-08-09 11:00:00,297.19,sunny
2016-08-10 11:00:00,297.7,rainy 
2016-08-11 11:00:00,298.57,sunny
2016-08-12 11:00:00,297.2,rainy 
2016-08-13 11:00:00,299.03,sunny
2016-08-14 11:00:00,299.09,sunny
2016-08-15 11:00:00,297.37,rainy 
2016-08-16 11:00:00,297.41,cloudy
2016-08-17 11:00:00,297.61,sunny
2016-08-18 11:00:00,295.44,rainy 
2016-08-19 11:00:00,295.46,cloudy
2016-08-20 11:00:00,294.68,sunny
2016-08-21 11:00:00,296.21,foggy
2016-08-22 11:00:00,292.64,foggy
2016-08-23 11:00:00,287.49,sunny
2016-08-24 11:00:00,290.27,sunny
2016-08-25 11:00:00,292.07,foggy
2016-08-26 11:00:00,296.22,foggy
2016-08-27 11:00:00,293.21,rainy 
2016-08-28 11:00:00,292.47,foggy
2016-08-29 11:00:00,294.92,cloudy
2016-08-30 11:00:00,291.76,foggy
2016-08-31 11:00:00,295.46,rainy 
2016-09-01 11:00:00,294.88,foggy
2016-09-02 11:00:00,290.64,sunny
2016-09-03 11:00:00,291.34,sunny
2016-09-04 11:00:00,289.17,sunny
2016-09-05 11:00:00,289.82,cloudy
2016-09-06 11:00:00,295.66,cloudy
2016-09-07 11:00:00,294.89,rainy 
2016-09-08 11:00:00,293.32,rainy 
2016-09-09 11:00:00,299.43,cloudy
2016-09-10 11:00:00,296.83,foggy
2016-09-11 11:00:00,297.86,cloudy
2016-09-12 11:00:00,286.35,sunny
2016-09-13 11:00:00,287.89,foggy
2016-09-14 11:00:00,292.04,rainy 
2016-09-15 11:00:00,288.32,sunny
2016-09-16 11:00:00,285.7,sunny
2016-09-17 11:00:00,285.13,rainy 
2016-09-18 11:00:00,293.36,cloudy
2016-09-19 11:00:00,295.52,rainy 
2016-09-20 11:00:00,292.79,sunny
2016-09-21 11:00:00,290.67,sunny
2016-09-22 11:00:00,287.88,sunny
2016-09-23 11:00:00,287.03,sunny
2016-09-24 11:00:00,287.97,rainy 
2016-09-25 11:00:00,283.65,sunny
2016-09-26 11:00:00,282.65,sunny
2016-09-27 11:00:00,291.01,rainy 
2016-09-28 11:00:00,287.3,rainy 
2016-09-29 11:00:00,288.61,rainy 
2016-09-30 11:00:00,287.52,rainy 
2016-10-01 11:00:00,286.37,rainy 
2016-10-02 11:00:00,286.54,rainy 
2016-10-03 11:00:00,288.8,sunny
2016-10-04 11:00:00,288.81,rainy 
2016-10-05 11:00:00,286.246,sunny
2016-10-06 11:00:00,283.841,sunny
2016-10-07 11:00:00,284.56,sunny
2016-10-08 11:00:00,289.916,cloudy
2016-10-09 11:00:00,288.115,rainy 
2016-10-10 11:00:00,284.015,sunny
2016-10-11 11:00:00,281.074,sunny
2016-10-12 11:00:00,283.132,sunny
2016-10-13 11:00:00,284.069,cloudy
2016-10-14 11:00:00,283.429,sunny
2016-10-15 11:00:00,280.423,sunny
2016-10-16 11:00:00,284.789,sunny
2016-10-17 11:00:00,288.114,sunny
2016-10-18 11:00:00,289.715,sunny
2016-10-19 11:00:00,292.1,sunny
2016-10-20 11:00:00,292.53,sunny
2016-10-21 11:00:00,292.139,rainy 
2016-10-22 11:00:00,285.801,rainy 
2016-10-23 11:00:00,282.232,sunny
2016-10-24 11:00:00,283.663,rainy 
2016-10-25 11:00:00,281.386,sunny
2016-10-26 11:00:00,277.251,sunny
2016-10-27 11:00:00,279.063,cloudy
2016-10-28 11:00:00,281.865,sunny
2016-10-29 11:00:00,277.624,sunny
2016-10-30 11:00:00,288.338,sunny
2016-10-31 11:00:00,278.677,sunny
2016-11-01 11:00:00,277.294,sunny
2016-11-02 11:00:00,283.84,sunny
2016-11-03 11:00:00,285.23,foggy
2016-11-04 11:00:00,283.92,sunny
2016-11-05 11:00:00,277.16,sunny
2016-11-06 11:00:00,283.44,foggy
2016-11-07 11:00:00,274.8,sunny
2016-11-08 11:00:00,276.29,rainy 
2016-11-09 11:00:00,282.28,sunny
2016-11-10 11:00:00,277.65,sunny
2016-11-11 11:00:00,281.64,sunny
2016-11-12 11:00:00,275.07,sunny
2016-11-13 11:00:00,274.5,sunny
2016-11-14 11:00:00,275.15,sunny
2016-11-15 11:00:00,282.45,rainy 
2016-11-16 11:00:00,278.69,foggy
2016-11-17 11:00:00,280.54,sunny
2016-11-18 11:00:00,277.15,foggy
2016-11-19 11:00:00,277.46,sunny
2016-11-20 11:00:00,276.4,foggy
2016-11-21 11:00:00,275.23,rainy 
2016-11-22 11:00:00,275.84,cloudy
2016-11-23 11:00:00,274.08,foggy
2016-11-24 11:00:00,276.14,sunny
2016-11-25 11:00:00,279.37,rainy 
2016-11-26 11:00:00,278.51,foggy
2016-11-27 11:00:00,274.9,foggy
2016-11-28 11:00:00,272.73,sunny
2016-11-29 11:00:00,281.84,cloudy
2016-11-30 11:00:00,283.33,foggy
2016-12-01 11:00:00,284.3,rainy 
2016-12-02 11:00:00,276.39,sunny
2016-12-03 11:00:00,278.23,sunny
2016-12-04 11:00:00,276.52,cloudy
2016-12-05 11:00:00,275.22,snowy 
2016-12-06 11:00:00,272.86,foggy
2016-12-07 11:00:00,276.72,rainy 
2016-12-08 11:00:00,273.98,foggy
2016-12-09 11:00:00,272.56,sunny
2016-12-10 11:00:00,268.79,sunny
2016-12-11 11:00:00,269.14,foggy
2016-12-12 11:00:00,274.75,foggy
2016-12-13 11:00:00,272.21,sunny
2016-12-14 11:00:00,273.16,foggy
2016-12-15 11:00:00,271.4,snowy 
2016-12-16 11:00:00,263.93,sunny
2016-12-17 11:00:00,268.92,foggy
2016-12-18 11:00:00,277.36,rainy 
2016-12-19 11:00:00,269.31,sunny
2016-12-20 11:00:00,264.07,sunny
2016-12-21 11:00:00,268.15,sunny
2016-12-22 11:00:00,273.43,cloudy
2016-12-23 11:00:00,274.22,sunny
2016-12-24 11:00:00,276.72,foggy
2016-12-25 11:00:00,275.29,foggy
2016-12-26 11:00:00,272.29,cloudy
2016-12-27 11:00:00,284.84,cloudy
2016-12-28 11:00:00,275.15,cloudy
2016-12-29 11:00:00,271.72,sunny
2016-12-30 11:00:00,274.15,sunny
2016-12-31 11:00:00,271.61,sunny
2017-01-01 11:00:00,278.8,sunny
2017-01-02 11:00:00,272.97,sunny
2017-01-03 11:00:00,276.73,rainy 
2017-01-04 11:00:00,278.3,foggy
2017-01-05 11:00:00,270.3,sunny
2017-01-06 11:00:00,270.61,foggy
2017-01-07 11:00:00,268.38,cloudy
2017-01-08 11:00:00,263.35,sunny
2017-01-09 11:00:00,260.53,sunny
2017-01-10 11:00:00,262.84,sunny
2017-01-11 11:00:00,279.76,rainy 
2017-01-12 11:00:00,283.68,rainy 
2017-01-13 11:00:00,284.56,cloudy
2017-01-14 11:00:00,271.0,sunny
2017-01-15 11:00:00,270.09,foggy
2017-01-16 11:00:00,268.2,foggy
2017-01-17 11:00:00,275.99,foggy
2017-01-18 11:00:00,276.44,foggy
2017-01-19 11:00:00,275.66,foggy
2017-01-20 11:00:00,276.35,foggy
2017-01-21 11:00:00,278.45,foggy
2017-01-22 11:00:00,279.49,foggy
2017-01-23 11:00:00,278.61,foggy
2017-01-24 11:00:00,275.7,rainy 
2017-01-25 11:00:00,275.164,sunny
2017-01-26 11:00:00,278.61,foggy
2017-01-27 11:00:00,277.81,cloudy
2017-01-28 11:00:00,274.48,cloudy
2017-01-29 11:00:00,272.55,cloudy
2017-01-30 11:00:00,271.57,cloudy
2017-01-31 11:00:00,269.14,cloudy
2017-02-01 11:00:00,273.22,foggy
2017-02-02 11:00:00,272.15,sunny
2017-02-03 11:00:00,269.31,sunny
2017-02-04 11:00:00,266.65,sunny
2017-02-05 11:00:00,270.76,sunny
2017-02-06 11:00:00,276.4,sunny
2017-02-07 11:00:00,275.31,rainy 
2017-02-08 11:00:00,276.23,foggy
2017-02-09 11:00:00,272.22,foggy
2017-02-10 11:00:00,266.31,snowy 
2017-02-11 11:00:00,272.92,foggy
2017-02-12 11:00:00,274.31,foggy
2017-02-13 11:00:00,274.82,snowy 
2017-02-14 11:00:00,267.547,sunny
2017-02-15 11:00:00,271.142,cloudy
2017-02-16 11:00:00,270.881,sunny
2017-02-17 11:00:00,268.854,sunny
2017-02-18 11:00:00,271.186,sunny
2017-02-19 11:00:00,277.81,sunny
2017-02-20 11:00:00,275.022,sunny
2017-02-21 11:00:00,271.444666667,sunny
2017-02-22 11:00:00,278.07,cloudy
2017-02-23 11:00:00,276.77,rainy 
2017-02-24 11:00:00,282.32,foggy
2017-02-25 11:00:00,285.84,foggy
2017-02-26 11:00:00,276.07,sunny
2017-02-27 11:00:00,272.31,sunny
2017-02-28 11:00:00,278.84,cloudy
2017-03-01 11:00:00,285.48,foggy
2017-03-02 11:00:00,283.23,sunny
2017-03-03 11:00:00,271.38,sunny
2017-03-04 11:00:00,266.38,sunny
2017-03-05 11:00:00,263.76,sunny
2017-03-06 11:00:00,266.85,sunny
2017-03-07 11:00:00,278.03,foggy
2017-03-08 11:00:00,284.72,foggy
2017-03-09 11:00:00,283.89,sunny
2017-03-10 11:00:00,276.69,foggy
2017-03-11 11:00:00,264.84,sunny
2017-03-12 11:00:00,265.86,sunny
2017-03-13 11:00:00,265.77,sunny
2017-03-14 11:00:00,270.14,foggy
2017-03-15 11:00:00,266.53,cloudy
2017-03-16 11:00:00,268.53,sunny
2017-03-17 11:00:00,270.72,sunny
2017-03-18 11:00:00,272.08,cloudy
2017-03-19 11:00:00,274.23,cloudy
2017-03-20 11:00:00,271.45,sunny
2017-03-21 11:00:00,277.79,cloudy
2017-03-22 11:00:00,276.9,sunny
2017-03-23 11:00:00,267.06,sunny
2017-03-24 11:00:00,273.14,cloudy
2017-03-25 11:00:00,281.08,foggy
2017-03-26 11:00:00,276.45,rainy 
2017-03-27 11:00:00,276.73,foggy
2017-03-28 11:00:00,279.81,cloudy
2017-03-29 11:00:00,280.14,cloudy
2017-03-30 11:00:00,274.36,foggy
2017-03-31 11:00:00,276.3,rainy 
2017-04-01 11:00:00,275.65,rainy 
2017-04-02 11:00:00,277.56,sunny
2017-04-03 11:00:00,278.24,sunny
2017-04-04 11:00:00,283.14,foggy
2017-04-05 11:00:00,280.68,rainy 
2017-04-06 11:00:00,278.75,foggy
2017-04-07 11:00:00,280.3,cloudy
2017-04-08 11:00:00,276.76,sunny
2017-04-09 11:00:00,275.15,sunny
2017-04-10 11:00:00,280.15,sunny
2017-04-11 11:00:00,284.57,sunny
2017-04-12 11:00:00,285.83,sunny
2017-04-13 11:00:00,282.606333333,sunny
2017-04-14 11:00:00,279.47,cloudy
2017-04-15 11:00:00,279.19,sunny
2017-04-16 11:00:00,288.21,foggy
2017-04-17 11:00:00,290.28,foggy
2017-04-18 11:00:00,282.04,sunny
2017-04-19 11:00:00,280.21,cloudy
2017-04-20 11:00:00,283.29,foggy
2017-04-21 11:00:00,282.37,foggy
2017-04-22 11:00:00,283.84,rainy 
2017-04-23 11:00:00,278.9,rainy 
2017-04-24 11:00:00,279.61,rainy 
2017-04-25 11:00:00,283.58,foggy
2017-04-26 11:00:00,285.07,foggy
2017-04-27 11:00:00,287.68,rainy 
2017-04-28 11:00:00,287.69,rainy 
2017-04-29 11:00:00,289.98,foggy
2017-04-30 11:00:00,287.46,cloudy
2017-05-01 11:00:00,282.93,foggy
2017-05-02 11:00:00,291.98,foggy
2017-05-03 11:00:00,287.05,sunny
2017-05-04 11:00:00,278.56,sunny
2017-05-05 11:00:00,284.07,rainy 
2017-05-06 11:00:00,288.62,rainy 
2017-05-07 11:00:00,282.92,sunny
2017-05-08 11:00:00,278.21,foggy
2017-05-09 11:00:00,278.92,rainy 
2017-05-10 11:00:00,281.53,cloudy
2017-05-11 11:00:00,280.3,foggy
2017-05-12 11:00:00,280.05,sunny
2017-05-13 11:00:00,282.68,rainy 
2017-05-14 11:00:00,281.61,cloudy
2017-05-15 11:00:00,285.72,sunny
2017-05-16 11:00:00,285.14,sunny
2017-05-17 11:00:00,287.14,sunny
2017-05-18 11:00:00,294.78,foggy
2017-05-19 11:00:00,295.9,sunny
2017-05-20 11:00:00,288.46,rainy 
2017-05-21 11:00:00,282.37,sunny
2017-05-22 11:00:00,285.61,rainy 
2017-05-23 11:00:00,286.35,foggy
2017-05-24 11:00:00,286.36,foggy
2017-05-25 11:00:00,286.29,rainy 
2017-05-26 11:00:00,286.38,foggy
2017-05-27 11:00:00,286.78,foggy
2017-05-28 11:00:00,287.07,foggy
2017-05-29 11:00:00,286.72,rainy 
2017-05-30 11:00:00,285.72,foggy
2017-05-31 11:00:00,287.61,foggy
2017-06-01 11:00:00,287.6,foggy
2017-06-02 11:00:00,285.14,foggy
2017-06-03 11:00:00,285.43,cloudy
2017-06-04 11:00:00,284.04,sunny
2017-06-05 11:00:00,287.76,rainy 
2017-06-06 11:00:00,286.07,rainy 
2017-06-07 11:00:00,284.61,cloudy
2017-06-08 11:00:00,283.89,foggy
2017-06-09 11:00:00,283.83,sunny
2017-06-10 11:00:00,288.78,sunny
2017-06-11 11:00:00,292.42,foggy
2017-06-12 11:00:00,293.6,foggy
2017-06-13 11:00:00,294.64,foggy
2017-06-14 11:00:00,295.07,rainy 
2017-06-15 11:00:00,290.13,foggy
2017-06-16 11:00:00,290.21,cloudy
2017-06-17 11:00:00,291.84,foggy
2017-06-18 11:00:00,295.15,foggy
2017-06-19 11:00:00,297.44,foggy
2017-06-20 11:00:00,294.89,foggy
2017-06-21 11:00:00,291.32,foggy
2017-06-22 11:00:00,291.11,foggy
2017-06-23 11:00:00,296.74,rainy 
2017-06-24 11:00:00,295.48,foggy
2017-06-25 11:00:00,291.27,sunny
2017-06-26 11:00:00,288.83,sunny
2017-06-27 11:00:00,288.9,foggy
2017-06-28 11:00:00,286.98,sunny
2017-06-29 11:00:00,291.01,cloudy
2017-06-30 11:00:00,295.06,sunny
2017-07-01 11:00:00,294.86,foggy
2017-07-02 11:00:00,295.614378671,cloudy
2017-07-03 11:00:00,293.22,foggy
2017-07-04 11:00:00,292.92,cloudy
2017-07-05 11:00:00,293.21,foggy
2017-07-06 11:00:00,293.29,foggy
2017-07-07 11:00:00,293.76,rainy 
2017-07-08 11:00:00,293.32,foggy
2017-07-09 11:00:00,290.44,foggy
2017-07-10 11:00:00,290.45,foggy
2017-07-11 11:00:00,295.0,foggy
2017-07-12 11:00:00,296.29,foggy
2017-07-13 11:00:00,297.5,foggy
2017-07-14 11:00:00,292.14,foggy
2017-07-15 11:00:00,292.99,foggy
2017-07-16 11:00:00,291.58,foggy
2017-07-17 11:00:00,293.4,foggy
2017-07-18 11:00:00,295.7,foggy
2017-07-19 11:00:00,296.71,foggy
2017-07-20 11:00:00,297.03,foggy
2017-07-21 11:00:00,296.6,foggy
2017-07-22 11:00:00,297.34,foggy
2017-07-23 11:00:00,295.48,rainy 
2017-07-24 11:00:00,293.68,foggy
2017-07-25 11:00:00,290.15,foggy
2017-07-26 11:00:00,290.96,cloudy
2017-07-27 11:00:00,291.4,sunny
2017-07-28 11:00:00,293.6,foggy
2017-07-29 11:00:00,293.22,rainy 
2017-07-30 11:00:00,289.14,sunny
2017-07-31 11:00:00,290.37,sunny
2017-08-01 11:00:00,293.37,foggy
2017-08-02 11:00:00,295.48,foggy
2017-08-03 11:00:00,292.22,foggy
2017-08-04 11:00:00,294.44,foggy
2017-08-05 11:00:00,293.65,foggy
2017-08-06 11:00:00,289.37,sunny
2017-08-07 11:00:00,292.3,foggy
2017-08-08 11:00:00,291.98,foggy
2017-08-09 11:00:00,290.06,foggy
2017-08-10 11:00:00,291.6,foggy
2017-08-11 11:00:00,291.99,foggy
2017-08-12 11:00:00,291.61,rainy 
2017-08-13 11:00:00,293.78,foggy
2017-08-14 11:00:00,291.68,sunny
2017-08-15 11:00:00,293.73,rainy 
2017-08-16 11:00:00,294.06,foggy
2017-08-17 11:00:00,292.5,foggy
2017-08-18 11:00:00,296.61,cloudy
2017-08-19 11:00:00,295.39,foggy
2017-08-20 11:00:00,293.07,sunny
2017-08-21 11:00:00,291.99,foggy
2017-08-22 11:00:00,295.68,foggy
2017-08-23 11:00:00,295.91,foggy
2017-08-24 11:00:00,289.83,sunny
2017-08-25 11:00:00,289.21,sunny
2017-08-26 11:00:00,287.63,sunny
2017-08-27 11:00:00,287.38,sunny
2017-08-28 11:00:00,288.33,cloudy
2017-08-29 11:00:00,290.73,cloudy
2017-08-30 11:00:00,289.31,cloudy
2017-08-31 11:00:00,289.68,foggy
2017-09-01 11:00:00,285.73,sunny
2017-09-02 11:00:00,284.31,sunny
2017-09-03 11:00:00,288.81,rainy 
2017-09-04 11:00:00,288.64,sunny
2017-09-05 11:00:00,292.33,foggy
2017-09-06 11:00:00,293.3,foggy
2017-09-07 11:00:00,288.51,sunny
2017-09-08 11:00:00,286.14,sunny
2017-09-09 11:00:00,284.73,sunny
2017-09-10 11:00:00,284.89,sunny
